"","T0","T1","T2","T4","T5","T6","T7","T8"
"SEPT11",40839.6666666667,43252,34805.6666666667,31901.3333333333,32916,28343.3333333333,28083.3333333333,27005.3333333333
"SEPT2",39297.6666666667,39923,36282.6666666667,32219,34994,30452.3333333333,34440,30753
"SEPT6",167.55,148.283333333333,102.066666666667,125.063333333333,0,96.7733333333333,0,0
"SEPT7",64296,71097,63621,33503.3333333333,38631,35799,36993.3333333333,35763.3333333333
"SEPT8",13076.8666666667,13502.1333333333,13202.2666666667,12538.7333333333,13445.0666666667,10819.7,11357,10351.6666666667
"SEPT9",93642.3333333333,96463.6666666667,83307.6666666667,73683.6666666667,80307,64088,69286.6666666667,58164.3333333333
"SEPW1",3332.57666666667,3542.96666666667,3023.09666666667,3361.2,2964.06666666667,2637.06666666667,2989.81,2757.76
"SERAC1",14686.3333333333,14193.6666666667,14134.3333333333,11849,12617.3333333333,14383.3333333333,13814.3333333333,15600
"SERBP1",190626.666666667,178330,174216.666666667,131310,139443.333333333,117806.666666667,123813.333333333,122206.666666667
"SERF2",7275.16666666667,7711.2,7828.06666666667,3979.68666666667,3971.46666666667,5713.93333333333,5669.96666666667,5179.33333333333
"SERINC1",11354.2,11178.4333333333,12416.8333333333,8902.73333333333,9911.03333333333,11273.9666666667,12240.6666666667,11529.1
"SERINC3",25167.3333333333,25301.3333333333,30010.6666666667,22040,24240,25659.6666666667,30514.6666666667,30090
"SERINC5",3124.73333333333,3193.7,3051.13333333333,2016.4,2393.36666666667,2299.5,2391.26666666667,1839.46666666667
"SERPINA3",26546,23685.6666666667,29704.6666666667,37206.3333333333,27627.3333333333,23158.6666666667,21989.6666666667,21576
"SERPINA7",457.266666666667,436.8,552.466666666667,856.933333333333,894.5,788.6,714.766666666667,776.166666666667
"SERPINB1",46997.6666666667,50841.3333333333,45511.3333333333,30838.6666666667,31303.3333333333,26727.6666666667,25386.6666666667,24563.6666666667
"SERPINB13",5302.4,5634.2,5444.66666666667,4830.26666666667,4900.53333333333,4146.8,3972.1,2984.76666666667
"SERPINB2;SERPINB10",111618,118452.333333333,103000,61580.6666666667,61278,43161.6666666667,40813.3333333333,33439.6666666667
"SERPINB3",16567.9,16672,17473,11889.4666666667,10646.7666666667,7964.43333333333,7383.4,6845.6
"SERPINB4",398.283333333333,448.733333333333,326.233333333333,449.03,282.3,188.78,257.19,228.413333333333
"SERPINB5",69270.3333333333,71279.6666666667,73471,79369.6666666667,82425.6666666667,64425.3333333333,68409.3333333333,56796.6666666667
"SERPINB6",30629.3333333333,30415,29336.6666666667,29099.3333333333,30092.3333333333,21316,23372.3333333333,20805
"SERPINB8",16688.7333333333,16185.2333333333,15013.0333333333,12597.8333333333,12383.6333333333,11007.5333333333,12344.0333333333,10547.6666666667
"SERPINC1",408.466666666667,476.9,2169.56666666667,696.666666666667,1011.56666666667,1532.03333333333,937.9,980
"SERPINE1",36344,47908.3333333333,52977.6666666667,68628.6666666667,80727.3333333333,77900,84512,70201.6666666667
"SERPINE2",2954.13333333333,3390.53333333333,4822.62666666667,6686.88,6577.03333333333,6232.76333333333,4395.83333333333,4961
"SERPINH1",107143.333333333,117149.666666667,112174,153822,182633.333333333,207070,236153.333333333,226400
"SET;SETSIP",44589.3333333333,48346.6666666667,44541.6666666667,40614,42056,34905.3333333333,42681.6666666667,34860.3333333333
"SETD1A",552.82,693.296666666667,664.386666666667,653.4,732.566666666667,578.966666666667,640.753333333333,894.266666666667
"SETD1B",3573.83333333333,3683.33333333333,3777.13333333333,985.333333333333,1217.06666666667,4696.96666666667,3467.36666666667,5349.06666666667
"SETD2",14451.5,15207.4,13129.3666666667,12310.9,11119.1333333333,14619.6333333333,14765.2333333333,16325.7333333333
"SETD3",3144.02666666667,3117.25,2937.59666666667,2219.35666666667,2063.19,2347.75,2778.87333333333,2393.01
"SETD7",5841.36666666667,5895.26666666667,5585.46666666667,5588.5,6427.8,5948.56666666667,5712.03333333333,5889.33333333333
"SETD9",2655.54,2593.82333333333,2915.79666666667,2408.24333333333,3090.38333333333,2877.31333333333,3139.24666666667,2713.77333333333
"SETDB1",4052.6,4477.1,3965.56666666667,3398.73333333333,3666.5,4043.63333333333,4227.06666666667,3527.5
"SETMAR",3895.93333333333,4444.26666666667,4139.93333333333,2636.73333333333,2373,3113.2,2967.16666666667,2892.76666666667
"SEZ6L2",2574.1,2307.2,2317.66666666667,2172,2371.26666666667,2245.76666666667,2876.36666666667,2692.8
"SF1",25094.9833333333,23340.3166666667,20941.05,16813.175,17748.2,18981.6833333333,21308.2833333333,20674.5333333333
"SF3A1",142383.666666667,150236.666666667,149830,116266,122863.333333333,126687,138050,138935
"SF3A2",45682.6666666667,46129.3333333333,48803.3333333333,30954,34542.6666666667,37539.3333333333,39995.6666666667,41665.6666666667
"SF3A3",46210.3333333333,49953.6666666667,48804.6666666667,47877.6666666667,52123.6666666667,47770.6666666667,56040.6666666667,53566.6666666667
"SF3B1",232356.666666667,240300,239613.333333333,223756.666666667,246090,232536.666666667,255396.666666667,234993.333333333
"SF3B2",102873.176666667,103905,105537.836666667,95621.6666666667,104040.665,94159.5916666667,98703.6766666667,97194.4583333333
"SF3B3",129462.666666667,145394.666666667,148343.333333333,116644.333333333,126221.666666667,117956.333333333,135699.333333333,123461.333333333
"SF3B4",9179.76666666667,9548.33333333333,10312.3333333333,10367.1333333333,11291.0333333333,11587.4333333333,12826.6666666667,11730.3666666667
"SF3B5",25146,26388.3333333333,29337.6666666667,22001,24817.6666666667,21466.3333333333,22829,23806
"SF3B6",29569,31636,32423.3333333333,21319.1333333333,21948.7,23048.1333333333,21991.0666666667,24330.3
"SFN",179440,169036.666666667,161476.666666667,155553.333333333,150053.333333333,111234.333333333,113980.666666667,98631
"SFPQ",306023.333333333,334230,316590,326016.666666667,361766.666666667,362033.333333333,401653.333333333,381620
"SFRP1",10820.8333333333,11239.9666666667,15284.4666666667,17787.6666666667,19130.6666666667,14731,19225,16453.6666666667
"SFSWAP",43732.3333333333,45525.3333333333,46982.3333333333,33872,35656.6666666667,34196.6666666667,34265,33518.6666666667
"SFT2D2",5038.03333333333,5554.63333333333,4607.93333333333,2752.96666666667,3476.4,3613.47666666667,3767.36666666667,3787.7
"SFT2D3",5774.6,6574.3,6591.5,7981.56666666667,10391.8333333333,9024.06666666667,9424.83333333333,8810.3
"SFTPD",658.466666666667,819.266666666667,546.566666666667,468.966666666667,354.366666666667,329.023333333333,287.576666666667,345.8
"SFXN1",174136.666666667,177890,177906.666666667,112399.666666667,121649.333333333,120560,109839.333333333,119206.666666667
"SFXN2",28806,28195.3333333333,29885.3333333333,17210.8,18036.4,16734.1666666667,16068.2666666667,15467.5333333333
"SFXN3",96555.3333333333,100121.333333333,99934,90339.6666666667,100605.333333333,94294,97326,96117.6666666667
"SFXN4",10880.9616666667,10526.6333333333,11006.65,9515.92833333333,9953.185,8374.10666666667,8150.085,7648.975
"SFXN5",11928.5333333333,12967.7,12738.0333333333,10642.3,10720.1666666667,10969.2666666667,11352.8,10178.3
"SGMS1",4482.66666666667,5287.73333333333,5097.26666666667,5834.5,5639.13333333333,6011.13333333333,6722.43333333333,6280.2
"SGPL1",89065,98117.3333333333,89230.3333333333,105413.333333333,130288.666666667,119882.333333333,160718,128453
"SGPP1",35114,36704.6666666667,34336.3333333333,37549.3333333333,39631.6666666667,38027.3333333333,46092.6666666667,41397
"SGPP2",8614.33333333333,8452.36666666667,10522.9666666667,9787.46666666667,8227,10486.9666666667,11086.3666666667,11753.6333333333
"SGSH",11143.1333333333,11063.1333333333,11361.1,15343.6,22762,12739.1333333333,16038,13330.5
"SGTA",17818.3333333333,17240,16560.3333333333,16862.6666666667,18180.6666666667,16476.3333333333,16916.6666666667,14955.3333333333
"SH2D3A",751.7,706.633333333333,810.033333333333,286.79,274.686666666667,439.2,266.46,263.25
"SH3BGRL",7064.8,7137.73333333333,7069.86666666667,5557.96666666667,5501.8,5944.4,6147.76666666667,5461.5
"SH3BGRL3",25959.6666666667,28558,29065.6666666667,12789.0666666667,13980.3333333333,14737,15969.3333333333,13916.5
"SH3BP4",23259,23906.3333333333,25595.3333333333,24253.3333333333,28891.6666666667,30058.6666666667,31329.6666666667,28282.3333333333
"SH3BP5L",6462.3,7987.73333333333,6069.9,5730.6,6069.1,6270.36666666667,6982.53333333333,6561.16666666667
"SH3GL1",15585.9,17039.1,15770.8333333333,12021.2333333333,14852.5,11993.2333333333,13431.3666666667,10094.5666666667
"SH3GLB1",55690.6666666667,50891.6666666667,48495,41957,45785.3333333333,40559.3333333333,39883.3333333333,37741
"SH3GLB2",29010.5666666667,28809.2,26155.6,22154.8666666667,23437.8666666667,22490.2333333333,21027.6,20571.0333333333
"SH3KBP1",31724.3333333333,34685,31462.6666666667,44026.3333333333,52746.3333333333,34420.6666666667,38166,33079
"SH3PXD2A",5658.26666666667,5271.23333333333,5383.8,5428.46666666667,6032.53333333333,5063.03333333333,5828.5,5517.66666666667
"SH3PXD2B",41078.3333333333,41430.3333333333,40061.6666666667,43879,54014.6666666667,46956.6666666667,46854,44746.6666666667
"SH3TC1",4478.2,3521.06666666667,3385.73333333333,2716.16666666667,2718.86666666667,2966.1,2946.8,3082.73333333333
"SHANK3",935.866666666667,1331.66666666667,1588.9,1577.53333333333,1725.7,2075.76666666667,2185.33333333333,2002.73333333333
"SHARPIN",328.39,857.62,1011.69333333333,1475.32,15785.22,17108.4266666667,11950.6333333333,16715.23
"SHC1",24330,26107.3333333333,24822,23208.3333333333,24281.6666666667,23596,23911,23307
"SHISA4",5446.06666666667,5990.2,6196.86666666667,2574.46666666667,3356.06666666667,2693.56666666667,3398.63333333333,2868.43333333333
"SHKBP1",1013.91,1242.08,819.1,631.286666666667,503.78,1343.53333333333,1192.06666666667,1591.54666666667
"SHMT2",125872.333333333,143401.666666667,134500,109735,112870.666666667,98909.6666666667,102798.333333333,99447
"SHOC2",6767.96666666667,7580.23333333333,6671.43333333333,6267.6,6276.63333333333,7988.9,9685.86666666667,8485.13333333333
"SHPRH",460.38,1023.96666666667,995.416666666667,75.1,58.1833333333333,106.403333333333,469.253333333333,199.703333333333
"SHROOM1",324.94,473.49,547.216666666667,481.1,598.28,200.43,337.653333333333,471.113333333333
"SHROOM2",10303.1,11021.3666666667,10694.1,10961.8,13339.7,14738.5,16112.5333333333,16256.3
"SHROOM3",1512.43333333333,1252.97666666667,1555.94,1715.08333333333,1831.96,1903.30666666667,1847.92666666667,2121.05666666667
"SIAE",23787,22296.8333333333,22573.6,20429.6666666667,22313.3,22743.3,21733.3333333333,20159.9333333333
"SIDT2",13194,14149.6666666667,14079,10791,11397.5666666667,13858.3333333333,14927.3333333333,15234
"SIGIRR",3872.4,4139.6,3830.83333333333,2913.63333333333,2862.4,2083.11,2753.36666666667,2487.16666666667
"SIGMAR1",5251.26666666667,9997.46666666667,7851.3,4440.7,4571.7,4832.03333333333,5997.66666666667,4292.83333333333
"SIKE1",12160.6666666667,12747.3333333333,11982.2,16899.3333333333,19646.6666666667,18763.3333333333,21564,21886.6666666667
"SIL1",27349.6666666667,28983.6666666667,28107,32231.3333333333,36173.3333333333,32401.3333333333,34804.6666666667,32818.3333333333
"SIN3A",30143,30031,30804.3333333333,28973.6666666667,32995.6666666667,26955,29774.6666666667,26556
"SIN3B",9987.13333333333,10400.5666666667,10110.2333333333,9666.13333333333,10984.1,11380.0333333333,10570.9333333333,10543.4666666667
"SIPA1",6813.26666666667,6760.06666666667,7007.4,9781.13333333333,11552.6,11297.8666666667,13259.3666666667,12219.2333333333
"SIPA1L1",44457.4766666667,46381.545,44561.5633333333,51593.6833333333,67546.1,66850.7,75862.4166666667,70484.3
"SIPA1L2",196.76,350.133333333333,352.733333333333,191.833333333333,265.54,259.08,204.38,317.756666666667
"SIPA1L3",27025,29901.3333333333,27778.3333333333,32691.3333333333,35412,31870,35099,31067.3333333333
"SIRPA;SIRPB1",31173.6666666667,31831.6666666667,32572.6666666667,47045.3333333333,57941.3333333333,52675.3333333333,66021,59800.3333333333
"SIRT2",7407.16666666667,6534.13333333333,6921.16666666667,1904.13333333333,2070.97,2972.8,2133.95,2481.86666666667
"SIRT3",25810.8666666667,29877.3,30130.4666666667,21013.7666666667,20671.0666666667,22372.1666666667,22429.3666666667,21938.1666666667
"SIRT4",166.15,148.89,155.223333333333,126.56,166.443333333333,142.386666666667,157.583333333333,141.906666666667
"SIRT5",36617.6666666667,41419.3333333333,40658.3333333333,39376.6666666667,44547.6666666667,36296.6666666667,45398.6666666667,42834.6666666667
"SIRT6",5475,4397.33333333333,4883.33333333333,1644.93333333333,2284.8,3146.13333333333,2394.76666666667,3179.16666666667
"SIRT7",342.626666666667,304.053333333333,402.256666666667,261.693333333333,272.97,363.84,454.67,351.393333333333
"SKIV2L",6765.03333333333,7601.43333333333,6513.36666666667,6919.7,7041.86666666667,7120.86666666667,7271.5,6726.93333333333
"SKIV2L2",88292.3333333333,93930.6666666667,93727.6666666667,71515,78330,77500.6666666667,85963.6666666667,76469.6666666667
"SKP1",45963.6666666667,48626,48122,41713,50118.6666666667,36645.6666666667,53111.6666666667,40972.3333333333
"SLAIN2",6664.43333333333,6170.90833333333,5076.38333333333,4239.33,4500.43833333333,3592.36333333333,3984.51833333333,3432.84166666667
"SLAMF7",2981.65666666667,3636.39,2702.04666666667,4761.96666666667,6664.16666666667,4303.93333333333,3885.43333333333,2990.9
"SLBP",189.48,159.75,102.483333333333,63.2833333333333,155.78,101.08,156.35,170.503333333333
"SLC11A2",10339.9,11731.1333333333,10555.4,8337.7,9069.76666666667,10064.0666666667,10795.9666666667,10802.3
"SLC12A2",31833.3333333333,31452,36392.6666666667,38425.6666666667,41827.3333333333,42160.3333333333,47305.6666666667,43160
"SLC12A4",106080.333333333,112507,117331,98162.6666666667,112723.333333333,102974.333333333,116794.333333333,111539.666666667
"SLC12A6",32725.9,33214.4666666667,31846.9833333333,26796.3166666667,29864.3166666667,28777.2,32463.5666666667,29753.5
"SLC12A8",765.666666666667,629.166666666667,467.066666666667,714.033333333333,804.966666666667,898.166666666667,784.233333333333,902.4
"SLC12A9",20590.3333333333,23162.6666666667,22543.3333333333,18637,20911.6666666667,23227.6666666667,25171.6666666667,26241.3333333333
"SLC15A2",1469.4,2378.2,2087.53333333333,758.41,486.593333333333,703.186666666667,1058.73333333333,900.766666666667
"SLC15A4",22295.6666666667,22551,21279.6666666667,24867.6666666667,28628.3333333333,26064.6666666667,28380,28120.6666666667
"SLC16A1",37468,41747.3333333333,44924,43136.3333333333,44492.3333333333,46945.6666666667,41890,39899.6666666667
"SLC16A2",4843.76666666667,5261.33333333333,4907.53333333333,5141.13333333333,5427.1,4863.3,4993.2,5017.56666666667
"SLC16A3",42741.3333333333,49728.3333333333,43930.6666666667,53738,60956.6666666667,58438,64083,55382.3333333333
"SLC16A7",24431.3333333333,24536.6666666667,26323.6666666667,6246.16666666667,6502,8108,6722.1,7836.7
"SLC17A5",10003.6666666667,12514.9666666667,12234.5333333333,9054.13333333333,10017.6666666667,8704.06666666667,9488.4,9797
"SLC18B1",4720.3,5752.86666666667,5789.3,6071.6,6292.33333333333,5332.3,5323.8,5533.73333333333
"SLC19A1",3028.2,3920.7,3335.73333333333,3448.86666666667,3709.5,4106.26666666667,4759.13333333333,4771.2
"SLC1A3",2657.8,2952.5,3949.1,4951.16666666667,4415.86666666667,3024.83333333333,5608.5,4619.8
"SLC1A4",4896.4,5049.76666666667,6166.7,6805.26666666667,6433.56666666667,6755.3,8500.56666666667,8295.2
"SLC1A5",33700.6666666667,35016.3333333333,37763.6666666667,42962,45324.3333333333,44090.3333333333,48062.3333333333,43069.6666666667
"SLC20A1",27327.5,27820.6333333333,22117.5,8829.83333333333,9621.63333333333,11126.9666666667,11081.8333333333,14009.3333333333
"SLC20A2",26016,26838.6666666667,25930.3333333333,25340.3333333333,29541,27008,34510.3333333333,31151.6666666667
"SLC22A15",0,0,0,0,0,0,0,0
"SLC22A18",4900.66666666667,5252.66666666667,5132.13333333333,4902.53333333333,5844.4,5070.76666666667,5593.96666666667,5482.7
"SLC22A3",0,0,0,0,0,0,0,0
"SLC22A4",364.21,353.983333333333,694.996666666667,682.523333333333,659.923333333333,746.946666666667,575.766666666667,579.236666666667
"SLC22A5",19975.6666666667,21786.3333333333,26130.6666666667,23738.6666666667,22346.3333333333,24300.3333333333,22527.3333333333,22908
"SLC23A2",3303.46666666667,4458.66666666667,3786.36666666667,3049.6,2885.46666666667,4078.93333333333,4081.9,4326.96666666667
"SLC25A1",119238.666666667,129430.333333333,122480.666666667,86446.3333333333,86528,88932.6666666667,93489.3333333333,87743.3333333333
"SLC25A10",2470.76666666667,2723.06666666667,2577.56666666667,2322.4,2561.96666666667,2556.66666666667,2483.86666666667,2628.63333333333
"SLC25A11",116389.333333333,135951.333333333,131430,84418.6666666667,85162,84447.6666666667,91905.6666666667,74403.3333333333
"SLC25A12",156613.333333333,173360,176790,126806.333333333,126869.666666667,108928.666666667,115167.666666667,99290
"SLC25A13",85081.6666666667,91419.6666666667,87777.6666666667,74341.6666666667,79845,73859.3333333333,78995,70673.3333333333
"SLC25A14",4332.86666666667,4947.4,5240.73333333333,4318.13333333333,4815.1,4425.56666666667,4896.13333333333,5666.4
"SLC25A15",29381.9666666667,34118.1333333333,33556.1666666667,27470.6,26880.3666666667,23996.0333333333,26968.8666666667,23150.3
"SLC25A16",5438.73333333333,6592.06666666667,5956.76666666667,4427.53333333333,5001.13333333333,4822.5,5546.8,5627.66666666667
"SLC25A17",3341.63333333333,4018.06666666667,4223.7,4805.13333333333,4650.5,4288.86666666667,4179.13333333333,3968.16666666667
"SLC25A18",344.266666666667,433.433333333333,301.45,194.67,282.956666666667,139.35,427.4,176.02
"SLC25A19",55612.3333333333,58819.3333333333,60490.6666666667,41413.6666666667,41104,34046.3333333333,33766.3333333333,30007.3333333333
"SLC25A20",63379.6666666667,68682,74156.3333333333,50272,53552.3333333333,50408.3333333333,54311.6666666667,51248.6666666667
"SLC25A21",22478.6,25561.6666666667,23661.5333333333,19043.3666666667,19629.4333333333,18413.3666666667,19988.8333333333,19364.4666666667
"SLC25A22",84260.6666666667,85293.3333333333,83495,66479.3333333333,71573,57335.3333333333,59864.3333333333,55931.3333333333
"SLC25A23",16470.3666666667,17869.7,17169.3,16044.9333333333,16241.9666666667,12364.5333333333,15279.0333333333,12161.7333333333
"SLC25A24",240800,254066.666666667,246256.666666667,182190,195250,192386.666666667,206970,204863.333333333
"SLC25A25",18732,19814.5666666667,18423.5,15398.7666666667,15928.3,15218.5333333333,15840.0666666667,16285.3666666667
"SLC25A26",3036.56666666667,3065.23333333333,3013.36666666667,2622.86666666667,2519.26666666667,2680.86666666667,2351.06666666667,2483.53333333333
"SLC25A28",2362.80666666667,2445.68666666667,2504.9,1620.22,1791.84,1690.03333333333,1656.56666666667,1890.16666666667
"SLC25A29",17157.3333333333,18270,16896.6666666667,13087.3333333333,14900.6666666667,13085.6666666667,14429.6666666667,14197.3333333333
"SLC25A3",156238.05,174624.1,165724.166666667,132011.283333333,134641.05,130503.233333333,139476.966666667,120871.716666667
"SLC25A30",6121.66666666667,6585.83333333333,6320.5,3797.3,3952.93333333333,6178.23333333333,6146.2,6763.13333333333
"SLC25A32",15291.3333333333,17063.6666666667,17536,12627,13375.3333333333,13110.3333333333,13870,13108.3333333333
"SLC25A33",1086.63333333333,1128,879.9,779.733333333333,1019.86666666667,851.533333333333,1270.36666666667,950.033333333333
"SLC25A35",4972.23333333333,6860.16666666667,6049.93333333333,4962.96666666667,4637.56666666667,5169.4,6078.26666666667,4940.3
"SLC25A36",29419,25805,25486.3333333333,20482.3333333333,22098.3333333333,19488.2,21512.6666666667,22991
"SLC25A4",28318.3333333333,31648.6666666667,30965.3333333333,27205.1333333333,29351.6666666667,24167.5666666667,28832,27161.9333333333
"SLC25A40",10703.5333333333,11005.2,11379.9,8775.13333333333,8884.76666666667,7185.46666666667,7839.9,7470.06666666667
"SLC25A44",13483.1,13966.6666666667,14479,14684,15365,14311.6666666667,15369.6666666667,14141
"SLC25A46",21926.6666666667,28635.6666666667,24679,20182,22162,18606.3333333333,21325.3333333333,18201.3333333333
"SLC25A5",122659,132980.666666667,134190.333333333,102628.666666667,104622.333333333,94977.6666666667,95678.3333333333,87060.3333333333
"SLC25A51",24156.3333333333,24062.3333333333,25168.3333333333,22134.3333333333,23312.6666666667,21232,25352.6666666667,22818.3333333333
"SLC25A52",880.803333333333,1147.90666666667,1316.55333333333,856.35,1244.53333333333,633.836666666667,995.856666666667,941.906666666667
"SLC25A6",370246.666666667,410270,386323.333333333,283886.666666667,298626.666666667,271260,290136.666666667,269986.666666667
"SLC26A11",7017.73333333333,7782.66666666667,8596.06666666667,11204,13890.3333333333,14066,14388.6666666667,14468
"SLC26A2",13957.6666666667,15603.3333333333,19009,10231.1333333333,11745.6666666667,12506.6666666667,15155.3333333333,15370.6666666667
"SLC26A6",50395,56644.3333333333,56039,32606.3333333333,33603.3333333333,36988.3333333333,34395,32251.3333333333
"SLC27A1",27182.3333333333,29767,28033.6666666667,31080.6666666667,34519,30878.3333333333,33596.3333333333,31512.3333333333
"SLC27A2",34388,38281.3333333333,35713.3333333333,27538,31454.6666666667,30483.3333333333,34649.3333333333,32382.6666666667
"SLC27A3",38178.3333333333,38923.6666666667,38320.3333333333,38765.6666666667,41086.6666666667,34937,39774.6666666667,35633.3333333333
"SLC27A4",84797,88950,90514.3333333333,93804.6666666667,106917.666666667,93869,111926.666666667,104556.333333333
"SLC27A6",7330.86666666667,8566.7,8463.2,4996.96,5293.50333333333,7222.73333333333,7131.7,9572.63333333333
"SLC28A3",300.683333333333,262.993333333333,255.836666666667,236.646666666667,351.766666666667,143.6,106.863333333333,155.35
"SLC29A1",13965,13665,21019.3333333333,30658,35167,27209,27463,27429.3333333333
"SLC29A3",4209.13333333333,4789.4,4771.06666666667,4944.1,5475.1,5667.6,5578.73333333333,5329.33333333333
"SLC2A1",16964.6666666667,16137.3333333333,19291.3333333333,12171.7333333333,13229.1,11535.4666666667,14508.8333333333,13149.8
"SLC2A3;SLC2A14",637.133333333333,474.6,668.933333333333,250.313333333333,436.833333333333,413.366666666667,327.993333333333,556.433333333333
"SLC2A5",4158.43333333333,4554.56666666667,5545.8,5322.06666666667,7203.23333333333,7634.6,8135.23333333333,6922.7
"SLC2A8",6114.76666666667,6733.2,6043.13333333333,5255.86666666667,5758.16666666667,6706.3,6034.83333333333,6545.96666666667
"SLC2A9",7869,10956.3,9742.56666666667,6243.2,5950.13333333333,8602.2,8381.1,8921.96666666667
"SLC30A1",53755.3333333333,66655.3333333333,66295.6666666667,52015.6666666667,59479,45440.3333333333,56718.3333333333,48556.6666666667
"SLC30A4",196.953333333333,197.613333333333,572.006666666667,252.243333333333,330.223333333333,226.903333333333,268.62,330.84
"SLC30A5",7923.26666666667,8737.93333333333,9012.73333333333,8050.06666666667,8794.63333333333,8957.5,9157.96666666667,8352.1
"SLC30A6",4930.5,5327.4,5371.73333333333,4742.73333333333,4279.96666666667,4904.43333333333,5036,4834.8
"SLC30A7",33395.6666666667,34008.3333333333,35112,31116,31489,49899.3333333333,34726.6666666667,45341.3333333333
"SLC30A9",49706,51127,51967.3333333333,35739,36882.3333333333,36827.6666666667,37677,35902
"SLC31A1",5587.9,5601.93333333333,5601.3,4771.53333333333,5179.9,5234.33333333333,4713.7,5029.66666666667
"SLC33A1",36549.6666666667,36800.6666666667,37966.6666666667,40375.3333333333,46356.3333333333,42846,46117,41679.3333333333
"SLC35A1",782.533333333333,701.066666666667,869.9,706.666666666667,708.766666666667,678.333333333333,625.3,568.833333333333
"SLC35A2",2904.5,3310,3467.66666666667,3477.1,4059.8,3657.96666666667,4719.23333333333,4368.8
"SLC35A4",30608.3333333333,32163,32494,23384.5333333333,24324.1666666667,22359.5,21574.3333333333,21401.9333333333
"SLC35A5",3250.84,3293.94333333333,3802.23333333333,4722.69666666667,5411.06666666667,4847.93333333333,5566.25666666667,5493.83
"SLC35B1",6517.93333333333,8534.26666666667,7094.63333333333,6608.2,6768.53333333333,7431.33333333333,9086.6,6962.66666666667
"SLC35B2",30685,35642.6666666667,35150,43222.6666666667,53115.6666666667,44718.6666666667,62423,49664.3333333333
"SLC35B4",1406.3,1350.46666666667,1507.06666666667,1588.7,1878.1,1946.3,2119.86666666667,1985.73333333333
"SLC35C1",6496.13333333333,8793.6,6593.96666666667,5678.96666666667,6923.76666666667,9509.26666666667,9628.16666666667,10764.4666666667
"SLC35C2",2530.3,4158,3496.33333333333,2736.03333333333,2626.4,3729.66666666667,4812,3420.33333333333
"SLC35D1",14160.8,14800.7,13900.1333333333,14300.0666666667,12896.1333333333,12135.5,11168.4,11911.7333333333
"SLC35D2",353.01,410.963333333333,467.76,312.773333333333,414.786666666667,647.233333333333,330.436666666667,679.363333333333
"SLC35E1",5715.56666666667,6265.93333333333,6388.4,7958.76666666667,10282.4333333333,7294.23333333333,8538.3,8452.43333333333
"SLC35E2B",79.4066666666667,0,95.73,234.37,412.99,363.396666666667,336.083333333333,406.01
"SLC35F2",480.03,532.133333333333,373.67,513.133333333333,823.453333333333,739.343333333333,742.533333333333,771.46
"SLC35F6",15022.3333333333,17905.3333333333,17301,13464.6666666667,14139.6666666667,16751.3333333333,18640.3333333333,18153.3333333333
"SLC35G2",6421.63333333333,6980.5,7411.8,6871.3,7452.9,6766.8,7172.03333333333,6529.13333333333
"SLC36A1",78.2233333333333,0,0,0,0,0,0,0
"SLC37A1",733.34,810.48,791.373333333333,656.07,1071.2,754.326666666667,1050.1,1194.23333333333
"SLC37A2",1897.78,1621.63333333333,1798.43,1740.43666666667,1453.40333333333,1910.65333333333,2122.08,2104.94
"SLC37A4",11759.6666666667,13058.1333333333,12854.2,12111.6666666667,13640.4,12990.6,14724.3333333333,11994.9666666667
"SLC38A1",24099.3333333333,24936,22188.6666666667,18316.4666666667,23485.6666666667,19157.3333333333,24385.6666666667,24534.3333333333
"SLC38A10",34244.3333333333,36373.3333333333,38030,49732.6666666667,58469.3333333333,53779.6666666667,60001.6666666667,58522.3333333333
"SLC38A2",14199.4,14770.1666666667,13922.5,10403,11263.9333333333,10216.9,11564.1,10619.2666666667
"SLC38A7",6780.63333333333,7045.2,7555.93333333333,11234.0666666667,13046.9666666667,12700.7333333333,15443.4,14821.9333333333
"SLC38A9",7719.53333333333,7920.6,7533.83333333333,6680.83333333333,7307.93333333333,9549.8,9700.16666666667,11974.2333333333
"SLC39A1",4515,4550.46666666667,4608.73333333333,4807.03333333333,5916.9,5216.03333333333,6117.83333333333,6206.8
"SLC39A10",41798.6666666667,43573,42470.3333333333,39629,41708,39448.3333333333,45005.6666666667,45947.6666666667
"SLC39A11",19099.6666666667,19195.3333333333,17630.7,12791.1333333333,14596.2666666667,16742.1666666667,17159.1666666667,18359
"SLC39A12",522.1,563.933333333333,348.466666666667,292.293333333333,535.066666666667,623.966666666667,644.9,576.233333333333
"SLC39A14",1363.39666666667,1574.08,1946.25666666667,1372.93333333333,1466.79333333333,1773.07,2031.06333333333,1705.60333333333
"SLC39A3",171.236666666667,126.25,195.23,254.153333333333,215.116666666667,259.243333333333,492.466666666667,361.233333333333
"SLC39A6",25775.6666666667,27691.6666666667,25630.6666666667,25730.6666666667,27070,26048.6666666667,27799,28676.6666666667
"SLC39A7",23298.6666666667,24611.6666666667,26092.3333333333,12560.9666666667,15845,22018.6666666667,18840.6666666667,25322.6666666667
"SLC39A8",90.5333333333333,0,114.473333333333,188.91,198.773333333333,217.756666666667,175.606666666667,0
"SLC39A9",4193.73333333333,2829.43333333333,3518.63333333333,5572.8,8767.76666666667,2815.93333333333,2896.73333333333,3827.6
